Agrupamento,Grupo,Tipo,CNPJ,Razão Social,E-Mail,Município,UF,Nível,Tipo de Empresa,Tipos de Atividades,Situação
PI,Empresa,Serviço Orgânico,,COMVAP AÇUCAR E ALCOOL LTDA,helio.carli@comvap.com.br,UNIÃO,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,,COMVAP AÇUCAR E ALCOOL LTDA,helio.carli@comvap.com.br,UNIÃO,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,,COMVAP AÇUCAR E ALCOOL LTDA,helio.carli@comvap.com.br,UNIÃO,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,,COMVAP AÇUCAR E ALCOOL LTDA,helio.carli@comvap.com.br,TERESINA,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,,COMVAP AÇUCAR E ALCOOL LTDA,helio.carli@comvap.com.br,UNIÃO,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,,CONSTRUTORA SUCESSO S/A,SEGURANCAPATRIMONIAL@CONSTRUTORASUCESSO.COM.BR,TERESINA,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,,CONSTRUTORA SUCESSO S/A,SEGURANCAPATRIMONIAL@CONSTRUTORASUCESSO.COM.BR,TERESINA,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,,CONSTRUTORA SUCESSO S/A,SEGURANCAPATRIMONIAL@CONSTRUTORASUCESSO.COM.BR,TERESINA,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,,COMVAP AÇUCAR E ALCOOL LTDA,helio.carli@comvap.com.br,UNIÃO,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,,COMVAP AÇUCAR E ALCOOL LTDA,helio.carli@comvap.com.br,UNIÃO,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,,COMVAP AÇUCAR E ALCOOL LTDA,helio.carli@comvap.com.br,UNIÃO,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,,COMVAP AÇUCAR E ALCOOL LTDA,helio.carli@comvap.com.br,JOSÉ DE FREITAS,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,6983931000133,EVANDRO COMERCIAL LTDA,contabilidadeevandro@hotmail.com,PARNAÍBA,PI,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,6983931000486,EVANDRO COMERCIAL LTDA,CONTABILIDADEEVANDRO@HOTMAIL.COM,PARNAÍBA,PI,Outra Instalação,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,8635703000106,F & S COMERCIAL LTDA,suedson@elizeumartins.com.br,PARNAÍBA,PI,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,8635703000793,F & S COMERCIAL LTDA,suedson@elizeumartins.com.br,PARNAÍBA,PI,Filial,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,6526131000193,GUADALAJARA SA INDUSTRIA DE ROUPAS,SEGURANCAPATRIMONIAL@CONSTRUTORASUCESSO.COM.BR,TERESINA,PI,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,10308997000103,HALLEY S/A GRAFICA E EDITORA,SEGURANCAPATRIMONIAL@CONSTRUTORASUCESSO.COM.BR,TERESINA,PI,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,361325000108,HUMANA ASSISTENCIA MEDICA LTDA,HUMANA@HUMANASAUDE.COM.BR,TERESINA,PI,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,21909778000198,INSTITUTO DE ENSINO SUPERIOR DO PIAUI LTDA,EDUARDO@UNINOVAFAPI.EDU.BR,TERESINA,PI,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,7250103000159,INSTITUTO DOM BARRETO,IDB@DOMBARRETO.G12.BR,TERESINA,PI,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,11482080000185,ITAPISSUMA S/A,CLOTILDESMARIA@NASSAU.COM.BR,FRONTEIRAS,PI,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,63326243000134,MED IMAGEM S/C,deptpessoal@medimagem.com.br,TERESINA,PI,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,3604761000140,ONIX S/A - INDUSTRIA DE COLCHOES E ESPUMA,SEGURANCAPATRIMONIAL@CONSTRUTORASUCESSO.COM.BR,TERESINA,PI,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,6751564000142,SOCIMOL INDUSTRIA DE COLCHÕES E MÓVEIS LTDA,SEGURANCAPATRIMONIAL@CONSTRUTORASUCESSO.COM.BR,TERESINA,PI,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
PI,Empresa,Serviço Orgânico,5635656000102,TERESINA ADMINISTRADORA DE SHOPPING CENTERS LTDA,SEGURANCA@TERESINASHOPPING.COM.BR,TERESINA,PI,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,11503924000127,3a AÇÃO SEGURANÇA LTDA,3ACAO@INVIOLAVEL.COM,GUARAPUAVA,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
PR,Empresa,Empresa Especializada,2083282000163,A IDEAL VIGILANCIA S/S,contabilidade@grupoidealpg.com.br,PONTA GROSSA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,20971011000126,A.S.G. SEGURANÇA - EIRELI - ME,asg_seg@hotmail.com,MARINGÁ,PR,Matriz,EIRELI,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,7939669000435,ABSOLUTE SEGURANÇA PATRIMONIAL EIRELI,ronaldo@rlombardi.com.br,SÃO JOSÉ DOS PINHAIS,PR,1a Filial na UF,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
PR,Empresa,Empresa Especializada,17430090000153,ACADEMIA DE FORMACAO PEDRA NEGRA EIRELI EPP,luiz.lessa@hotmail.com.br,SÃO JOSÉ DOS PINHAIS,PR,Matriz,EIRELI,Curso de Formação,Ativa
PR,Empresa,Empresa Especializada,9056780000166,ACB SEGURANCA E VIGILANCIA LTDA,RH@ACBSEGURANCA.COM.BR,LONDRINA,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
PR,Empresa,Empresa Especializada,5497780000221,ADSERVIG VIGILÂNCIA LTDA,MURILO@GRUPOADSERVI.COM.BR,CURITIBA,PR,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,23479244000102,AGIV SEGURANÇA E VIGILÂNCIA EIRELI,agivseguranca@outlook.com,CASCAVEL,PR,Matriz,EIRELI,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,18836419000143,ALCATEIA SEGURANCA - EIRELI - ME,SEGURANCAALCATEIA@GMAIL.COM,SÃO JORGE DO PATROCÍNIO,PR,Matriz,EIRELI,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,8820394000136,ALFA LIDER VIGILÂNCIA LTDA,diretoria@valentinassessoria.com.br,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,1617403000147,AMÉRICA CURSOS DE SEGURANÇA S/C LTDA,diretoria@valentinassessoria.com.br,PONTA GROSSA,PR,Matriz,LTDA,Curso de Formação,Ativa
PR,Empresa,Empresa Especializada,9470761000181,APOLLOS SEGURANÇA E MONITORAMENTO LTDA.,APOLLOS-SEG@BRTURBO.COM.BR,IBAITI,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,4224131000103,ARUOM  SEGURANÇA  E  VIGILÂNCIA  PRIVADA  LTDA-ME,MOURAESCOLTAARMADA@HOTMAIL.COM,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
PR,Empresa,Empresa Especializada,10565495000150,ASE VIGILÂNCIA LTDA,biaoase@gmail.com,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,13813060000175,ATAMA VIGILÂNCIA LTDA - ME,DIRETORIA@VALENTINASSESSORIA.COM.BR,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,7201112000150,ATAQUE SERVIÇOS DE SEGURANÇA E VIGILÂNCIA LTDA,ATAQUESEGURANCA@HOTMAIL.COM,SANTA HELENA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,19002680000100,ATHOS SEGURANÇA E VIGILÂNCIA LTDA,ADM@ATHOSSEGURANCA.COM,CASCAVEL,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,7904502000196,ATLANTA SUL SEGURANCA E VIGILANCIA LTDA,ATLANTAVIGILANCIA@ATLANTA.ETI.BR,CASCAVEL,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,,ATLANTA SUL SEGURANCA E VIGILANCIA LTDA,VALDEMAR@GRUPOATLANTA.COM.BR,APUCARANA,PR,Outra Instalação,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,10478512000200,BAZISUL SEGURANÇA PRIVADA EIRELI - ME,GERENCIA@DECISIVASEGURANCA.COM.BR,CURITIBA,PR,1a Filial na UF,EIRELI,Vigilância Patrimonial/Escolta Armada,Ativa
PR,Empresa,Empresa Especializada,13324627000140,BELGRADO SEGURANÇA E VIGILÂNCIA LTDA,diretoria@valentinassessoria.com.br,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,3229363000191,BETRON TECNOLOGIA EM SEGURANÇA LTDA,DIRETORIA@VALENTINASSESSORIA.COM.BR,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,22392400000122,BRADOCK SERVIÇOS DE SEGURANÇA E VIGILÂNCIA LTDA.,diretoria@valentinassessoria.com.br,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,60860087013772,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,VITOR.VILELA@BRINKS.COM.BR,CURITIBA,PR,1a Filial na UF,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,60860087012962,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,SANDRA.MARACHA@BRINKS.COM.BR,UMUARAMA,PR,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,60860087013004,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,DIRETORIA@VALENTINASSESSORIA.COM.BR,MARINGÁ,PR,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,60860087013187,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,SANDRA.MARACHA@BRINKS.COM.BR,PATO BRANCO,PR,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,60860087013349,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,diretoria@valentinassessoria.com.br,FOZ DO IGUAÇU,PR,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,60860087013420,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,GERALDO.SOBRINHO@BRINKS.COM.BR,WENCESLAU BRAZ,PR,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,60860087013500,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,SANDRA.MARACHA@BRINKS.COM.BR,UNIÃO DA VITÓRIA,PR,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,60860087013853,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,SANDRA.MARACHA@BRINKS.COM.BR,PONTA GROSSA,PR,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,60860087015473,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,CLAUDIO.ROBERTO@BRINKS.COM.BR,LONDRINA,PR,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,25069262000133,BRITO VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA - ME,britovigilancia@homail.com,IBIPORÃ,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,20799031000161,CAPITAL SEGURANÇA E VIGILÂNCIA LTDA,eulitealves2@hotmail.com,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,4563093000113,CENTROSEG SEGURANÇA E VIGILÂNCIA EIRELI - EPP,DIRETORIA@VALENTINASSESSORIA.COM.BR,PONTA GROSSA,PR,Matriz,EIRELI,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,6001623000165,CENTROSUL SEGURANÇA E VIGILÂNCIA EIRELI - ME,DIRETORIA@VALENTINASSESSORIA.COM.BR,CURITIBA,PR,Matriz,EIRELI,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,7283885000394,CENTURIÃO SEGURANÇA PATRIMONIAL LTDA.,LSANTOS@CENTURIAO.COM.BR,CURITIBA,PR,1a Filial na UF,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,3747278000115,CERBERUS SEGURANÇA E VIGILÂNCIA LTDA,diretoria@valentinassessoria.com.br,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,25219005000130,CEVIPA - CENTRAL DE VIGILÂNCIA PATRIMONIAL - EIRELI - EPP,diretoria@valentinassessoria.com.br,MARINGÁ,PR,Matriz,EIRELI,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,19835113000135,CHUMBO VIGILÂNCIA E SEGURANÇA LTDA - ME,celso@unyseg.com.br,CASCAVEL,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,10752879000181,CLASSE A SEGURANCA E VIGILANCIA LTDA EPP,classea1010@hotmail.com,CIANORTE,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,1867699000235,COLT SECURITY LTDA,DIRETORIA@VALENTINASSESSORIA.COM.BR,LONDRINA,PR,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,28905355000149,CONFRONTO SEGURANÇA LTDA.,fabiosegeventos@hotmail.com,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,80819600000115,CPS CURSOS PROFISSIONAIS DE SEGURANÇA EIRELI,DIRETORIA@VALENTINASSESSORIA.COM.BR,CURITIBA,PR,Matriz,EIRELI,Curso de Formação,Ativa
PR,Empresa,Empresa Especializada,15247008000124,CURITIBANA VIGILÂNCIA E SEGURANÇA EIRELI,DIRETORIA@VALENTINASSESSORIA.COM.BR,CURITIBA,PR,Matriz,EIRELI,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,11305766000109,D.Z. VIGILANCIA PATRIMONIAL LTDA-ME,ademirpradolima@yahoo.com.br,APUCARANA,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,,D.Z. VIGILANCIA PATRIMONIAL LTDA-ME,RHDZVIGILANCIA@GMAIL.COM,ARAPONGAS,PR,Outra Instalação,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,6271596000140,DELTA STAR CENTRO DE FORMAÇÃO E TREINAMENTO DE SEGURANÇA LTDA,contato@deltastar.com.br,CASCAVEL,PR,Matriz,LTDA,Curso de Formação,Ativa
PR,Empresa,Empresa Especializada,12286635000186,DINAMUS SERVIÇOS DE SEGURANÇA PRIVADA LTDA. - ME,CONTATO@GRUPODINAMUS.COM.BR,MARINGÁ,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,25260539000100,DPL - SEGURANCA E VIGILANCIA LTDA. - ME,dplseguranca@outlook.com,FOZ DO IGUAÇU,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,7536335000178,ELITE PRIVATE SEGURANÇA LTDA - ME.,eliteseguranca.andressa@gmail.com,CASCAVEL,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,3611593000110,ELO SERVICOS DE SEGURANÇA E VIGILANCIA LTDA,gespgrupoembrasil.o365@embrasilseguranca.com.br,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,2426907000142,EMBRASIL EMPRESA BRASILEIRA DE SEGURANÇA LTDA,gespgrupoembrasil.o365@embrasilseguranca.com.br,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,8511830000195,EMPARSEG VIGILANCIA LTDA,diretoria@valentinassessoria.com.br,ARAUCÁRIA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,76764448000143,EMPRESA AUXILIAR DE SEGURANÇA LTDA,VALENTINASSESSORIA@TERRA.COM.BR,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,10724148000122,EPV SEGURANÇA PATRIMONIAL LTDA,DIRETORIA@VALENTINASSESSORIA.COM.BR,APUCARANA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,7258384000196,ESCOLA DE SEGURANÇA MARINGÁ LTDA,ESCOLAMARINGA@ONDA.COM.BR,MARINGÁ,PR,Matriz,LTDA,Curso de Formação,Ativa
PR,Empresa,Empresa Especializada,27180357000155,ESCOLHA SEGURANÇA E VIGILÂNCIA LTDA.,charlesekermann@hotmail.com,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,22228659000132,ESPLENDOR - VIGILÂNCIA PATRIMONIAL LTDA.,silmara@esplendorsecurity.com.br,COLOMBO,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,17066640000105,F3 ESCOLA PROFISSIONAL DE FORMAÇÃO E CAPACITAÇÃO DE VIGILANTES LTDA,ADEMIRPRADOLIMA@YAHOO.COM.BR,LONDRINA,PR,Matriz,LTDA,Curso de Formação,Ativa
PR,Empresa,Empresa Especializada,85415065000150,FIEL VIGILANCIA E SEGURANÇA EIRELI,FINANCEIRO@FIELSEGURANCA.COM.BR,LONDRINA,PR,Matriz,EIRELI,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,2601159000197,FORCE VIGILÂNCIA LTDA,DIRETORIA@VALENTINASSESSORIA.COM.BR,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,,FORCE VIGILÂNCIA LTDA,COMERCIALPG@FORCEVIGILANCIA.COM.BR,PONTA GROSSA,PR,Outra Instalação,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,,EMPRESA AUXILIAR DE SEGURANÇA LTDA,VALENTINASSESSORIA@TERRA.COM.BR,LONDRINA,PR,Outra Instalação,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,85355600000478,FT SEGURANÇA E SERVIÇOS LTDA,sanderson@grupoft.com.br,CURITIBA,PR,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,21925809000102,FTO SEGURANÇA PATRIMONIAL LTDA-ME,MARIAP_LIMA@YAHOO.COM.BR,ALTO PARANÁ,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
PR,Empresa,Empresa Especializada,,FTO SEGURANÇA PATRIMONIAL LTDA-ME,mariap_lima@yahoo.com.br,PARANACITY,PR,Outra Instalação,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
PR,Empresa,Empresa Especializada,,EPV SEGURANÇA PATRIMONIAL LTDA,ROSANGELA@EPV.COM.BR,CURITIBA,PR,Outra Instalação,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,,FORCE VIGILÂNCIA LTDA,FORCELDA@FORCEVIGILANCIA.COM.BR,LONDRINA,PR,Outra Instalação,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,47190129001579,G4S VANGUARDA SEGURANÇA  E VIGILANCIA LTDA,CLAUDIONOR.SILVA@BR.G4S.COM,CURITIBA,PR,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,7562373000103,GA SEGURANÇA PATRIMONIAL LTDA - ME,g4@g4monitoramento.com.br,SARANDI,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
PR,Empresa,Empresa Especializada,5338024000179,GENESY VIGILÂNCIA E SEGURANÇA PATRIMONIAL EIRELI,DIRETORIA@VALENTINASSESSORIA.COM.BR,CURITIBA,PR,Matriz,EIRELI,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,3696321000160,GERSEPA SERVICOS DE SEGURANÇA E VIGILANCIA LTDA,mduarte@segpolis.com.br,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,12512290000212,GESEG GRUPO ESPECIAL DE SEGURANÇA S/S LTDA ME,diretoria@valentinassessoria.com.br,CURITIBA,PR,Filial,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
PR,Empresa,Empresa Especializada,12512290000131,GESEG GRUPO ESPECIAL DE SEGURANÇA S/S LTDA ME,diretoria@valentinassessoria.com.br,LONDRINA,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
PR,Empresa,Empresa Especializada,50844182000902,GOCIL SERVICOS DE VIGILANCIA E SEGURANCA LTDA,PEDRO.ORICCHIO@GOCIL.COM.BR,CURITIBA,PR,1a Filial na UF,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,10284116000153,GOSEG SEGURANÇA E VIGILÂNCIA PATRIMONIAL LTDA.,RAI@GOSEG.COM.BR,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,5021535000162,GP GUARDA PATRIMONIAL DO PARANA LTDA,LESLI.LITZ@GPREGIAOSUL.COM.BR,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,87169900001036,GRABER SISTEMAS DE SEGURANÇA LTDA.,carlos.freitas@graber.com.br,CURITIBA,PR,1a Filial na UF,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,7004924000105,GRUPO CINCO SISTEMAS INTEGRADOS DE SEGURANÇA SOCIEDADE LTDA,DIRETORIA@VALENTINASSESSORIA.COM.BR,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,12760557000100,HARPIA SERVIÇOS DE SEGURANÇA PRIVADA LTDA,THIAGOLUCIANO@GRUPOAGUIASECURITY.COM.BR,COLOMBO,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
PR,Empresa,Empresa Especializada,24501226000134,HDOLIVEIRA VIGILÂNCIA E SEGURANÇA LTDA,mariap_lima@yahoo.com.br,LONDRINA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,10188532000158,HUFFOZ VIGILANCIA E SEGURANÇA LTDA,ACYR.JOSE9@TERRA.COM.BR,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,1289220000140,HUNTERS ESCOLA DE SEGURANCA S/A,DIRETORIA@VALENTINASSESSORIA.COM.BR,PINHAIS,PR,Matriz,S/A de Capital Fechado,Curso de Formação,Ativa
PR,Empresa,Empresa Especializada,7456713000103,HÓRUS SEGURANÇA EMPRESARIAL EIRELI,VALENTINASSESSORIA@TERRA.COM.BR,CURITIBA,PR,Matriz,EIRELI,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,15555404000119,IDEALIZA VIGILANCIA E SEGURANÇA PATRIMONIAL EIRELI,ADEMIRPRADOLIMA@YAHOO.COM.BR,LONDRINA,PR,Matriz,EIRELI,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,7394613000108,IGUASSEG SEGURANÇA E VIGILÂNCIA LTDA,IGUASSEG@IGUASSEG.COM.BR,FOZ DO IGUAÇU,PR,Matriz,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,8273796000168,IMPACTO SECURITY SERVIÇOS DE SEGURANÇA EIRELI,MARCIOBUENO@IMPACTOSECURITY.COM.BR,CURITIBA,PR,Matriz,EIRELI,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,14196793000170,INGÁ VIGILANCIA LTDA. - ME,braga@ingavigilancia.com.br,MARINGÁ,PR,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,,INTERSEPT VIGILÂNCIA E SEGURANÇA LTDA,JULIOMAYER@INTERSEPT.COM.BR,MARINGÁ,PR,Outra Instalação,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
PR,Empresa,Empresa Especializada,,EPV SEGURANÇA PATRIMONIAL LTDA,DIRETORIA@VALENTINASSESSORIA.COM.BR,CURITIBA,PR,Outra Instalação,LTDA,Vigilância Patrimonial,Ativa
PR,Empresa,Empresa Especializada,9039434000170,EQUIP SEG INTELIGÊNCIA EM SEGURANÇA EIRELI,DIRETORIA@VALENTINASSESSORIA.COM.BR,CURITIBA,PR,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
